Ed25519 Signature Verification
=========================================================
Producing Public Parameters...
PublicParams::setup, took 4.924571491s 
Number of constraints per step (primary circuit): 1446505
Number of constraints per step (secondary circuit): 10357
Number of variables per step (primary circuit): 1434903
Number of variables per step (secondary circuit): 10337
Generating a RecursiveSNARK...
RecursiveSNARK::prove_step 195: true, took 1.143735179s 
RecursiveSNARK::prove_step 196: true, took 1.182475614s 
RecursiveSNARK::prove_step 197: true, took 1.184595431s 
RecursiveSNARK::prove_step 198: true, took 1.17043386s 
RecursiveSNARK::prove_step 199: true, took 1.1660945s 
Verifying a RecursiveSNARK...
RecursiveSNARK::verify: true, took 938.590747ms
Generating a CompressedSNARK using Spartan with IPA-PC...
CompressedSNARK::prove: true, took 20.362932107s
Total proving time is 285.01917248s
CompressedSNARK::len 11410 bytes
Verifying a CompressedSNARK...
CompressedSNARK::verify: true, took 928.71417ms
=========================================================
Public parameters generation time: 4.924571491s 
Total proving time (excl pp generation): 285.01917248s
Total verification time: 928.71417ms
